parada_id,equipo_id,fecha,hora_inicio_aprox,duracion_horas,tipo_parada,causa,costo_estimado_soles
PAR-00142,eq-01,2025-08-03,15:00,4.1,Correctiva,Rotura de faja/correa,5902.0
PAR-01386,eq-08,2025-05-08,08:00,6.5,Correctiva,Falla mecánica - desgaste de componente,5539.0
PAR-00951,EQ06,03/04/2024,01:00,9.0,PREVENTIVA,Mantenimiento programado (plan anual),13626.0
PAR-01106,eq-06,2025-12-27,00:00,14.2,Correctiva ,Falla de lubricación,28762.0
PAR-00457, EQ-03,2025-08-13,13:00,1.3,Operativa ,Falta de mineral en cancha,515.0
PAR-00995,EQ06,2024-10-12,10:00,1.5,OPERATIVA,Falta de mineral en cancha,810.0
PAR-00060,eq-01,2024-08-03,10:00,6.3, preventiva,,8063.0
PAR-00108,eq-01,2025-03-31,06:00,4.3,Correctiva,Falla eléctrica - motor/tablero,8318.0
PAR-00311,eq-02,2025-08-19,12:00,2.6, operativa,Espera de insumos (reactivos/bolas de molienda),783.0
PAR-00640,EQ-04,21/04/2025,09:00,8.6, preventiva,Mantenimiento programado (plan anual),12333.0
PAR-00266,EQ-02,2025-02-22,17:00,3.0,CORRECTIVA,Falla de lubricación,4707.0
PAR-00518,EQ-04 ,01/04/2024,10:00,2.5,Operativa,Corte de energía externo,999.0
PAR-01547,EQ-09,25/06/2025,08:00,6.5,Preventiva,Mantenimiento programado (plan anual),8340.0
PAR-00816,EQ05,2024-11-22,06:00,4.1,Preventiva ,Mantenimiento programado (plan anual),4309.0
PAR-01501,eq-09,2024-11-25,01:00,5.1,Preventiva ,Mantenimiento programado (plan anual),8431.0
PAR-00992, EQ-06,01/10/2024,02:00,9.0, correctiva,Falla mecánica - desgaste de componente,17661.0
PAR-00007,EQ01,2024-02-01,12:00,5.4,Correctiva,Rotura de faja/correa,11410.0
PAR-00915,EQ-05 ,28/10/2025,08:00,2.8,CORRECTIVA,Falla eléctrica - motor/tablero,3578.0
PAR-00510,EQ04,2024-03-04,04:00,1.5,OPERATIVA,Corte de energía externo,714.0
PAR-01203,EQ-07,19/03/2025,10:00,8.6,Preventiva ,Mantenimiento programado (plan anual),10914.0
PAR-00760,EQ-05 ,2024-05-16,03:00,17.2,CORRECTIVA,Atoro de mineral / obstrucción,20078.0
PAR-01520,EQ09,2025-02-07,08:00,5.5,PREVENTIVA,Mantenimiento programado (plan anual),7158.0
PAR-00888,EQ-05,2025-07-31,12:00,4.8,PREVENTIVA,Mantenimiento programado (plan anual),
PAR-00622,EQ04,12/02/2025,00:00,2.7,Operativa ,,622.0
PAR-00561,EQ04,2024-07-30,02:00,17.0,Correctiva ,Falla eléctrica - motor/tablero,21603.0
PAR-01447,EQ-09,2024-01-16,11:00,6.3,PREVENTIVA,Mantenimiento programado (plan anual),7337.0
PAR-01200,eq-07,2025-03-16,05:00,14.5,Correctiva ,Falla eléctrica - motor/tablero,24132.0
PAR-01730, EQ-10,03/08/2025,05:00,0.9,Operativa,Corte de energía externo,456.0
PAR-01315,EQ08,2024-09-04,04:00,7.4,CORRECTIVA,Falla de lubricación,14231.0
PAR-00208, EQ-02,2024-05-21,07:00,2.2,Operativa,Falta de mineral en cancha,936.0
PAR-01109,eq-06,2025-12-31,03:00,1.9,Correctiva,Falla eléctrica - motor/tablero,3524.0
PAR-00167,eq-01,2025-11-13,05:00,1.0,Operativa ,Corte de energía externo,506.0
PAR-00479, EQ-03,2025-11-04,00:00,0.5,Correctiva ,Falla eléctrica - motor/tablero,893.0
PAR-01159,EQ07,31/08/2024,17:00,2.3, operativa,Corte de energía externo,783.0
PAR-01672,EQ-10 ,16/12/2024,14:00,8.3,PREVENTIVA,,9773.0
PAR-01148,eq-07,2024-07-05,13:00,1.4,Correctiva,Atoro de mineral / obstrucción,1141.0
PAR-00259,EQ-02,21/01/2025,01:00,15.9,CORRECTIVA,Rotura de faja/correa,33671.0
PAR-00980,EQ-06,2024-08-26,06:00,4.5,Correctiva,Falla de lubricación,8141.0
PAR-00921,EQ05,2025-12-03,18:00,4.7, preventiva,Mantenimiento programado (plan anual),5163.0
PAR-00985,EQ06,2024-09-12,16:00,2.8,CORRECTIVA,Falla mecánica - desgaste de componente,2720.0
PAR-00670,eq-04,2025-08-06,17:00,4.8,Preventiva,Mantenimiento programado (plan anual),
PAR-01636, EQ-10,2024-07-09,09:00,12.4,CORRECTIVA,Falla mecánica - desgaste de componente,19497.0
PAR-01012,EQ06,2024-12-11,15:00,4.4, correctiva,Rotura de faja/correa,9245.0
PAR-01369, EQ-08,2025-03-07,16:00,0.9,Correctiva,,945.0
PAR-00969,eq-06,2024-07-03,12:00,1.9,OPERATIVA,Falta de mineral en cancha,398.0
PAR-01524, EQ-09,22/02/2025,12:00,2.8,Operativa ,,845.0
PAR-01036,eq-06,05/04/2025,16:00,3.6,Correctiva ,Falla eléctrica - motor/tablero,7029.0
PAR-00373,EQ-03 ,18/05/2024,10:00,4.0,Preventiva,Mantenimiento programado (plan anual),6705.0
PAR-01770, EQ-10,2025-12-26,04:00,5.1,Preventiva ,Mantenimiento programado (plan anual),6683.0
PAR-00296,eq-02,2025-06-18,11:00,0.5,CORRECTIVA,Atoro de mineral / obstrucción,1088.0
PAR-00615,EQ04,28/01/2025,08:00,12.8,Correctiva,Falla de lubricación,
PAR-01534,eq-09,21/04/2025,01:00,1.2,Correctiva,Falla mecánica - desgaste de componente,1358.0
PAR-01349,eq-08,2024-12-24,07:00,5.8,Correctiva ,Falla mecánica - desgaste de componente,5801.0
PAR-00959,EQ-06,11/05/2024,01:00,8.5,PREVENTIVA,Mantenimiento programado (plan anual),16223.0
PAR-00282, EQ-02,18/04/2025,20:00,2.1,Operativa ,Falta de mineral en cancha,657.0
PAR-00743,eq-05,2024-03-11,05:00,4.1,CORRECTIVA,Atoro de mineral / obstrucción,5885.0
PAR-01597,EQ10,2024-02-03,13:00,9.7,Correctiva ,Falla de lubricación,
PAR-00873,EQ-05,11/06/2025,03:00,10.4, correctiva,Falla de lubricación,9571.0
PAR-01387,EQ-08,21/05/2025,13:00,2.0, operativa,Falta de mineral en cancha,822.0
PAR-01018,EQ-06,06/01/2025,01:00,5.3, preventiva,,10008.0
PAR-00115,EQ-01 ,2025-04-19,09:00,1.2,Operativa ,Falta de mineral en cancha,403.0
PAR-01413, EQ-08,2025-09-02,01:00,12.5,Correctiva,Falla eléctrica - motor/tablero,14469.0
PAR-01260,EQ-08 ,2024-02-18,12:00,10.4, correctiva,Rotura de faja/correa,13738.0
PAR-00078,eq-01,21/10/2024,09:00,11.2,Correctiva ,Rotura de faja/correa,9589.0
PAR-00792,EQ-05,2024-09-06,12:00,1.8, correctiva,Falla mecánica - desgaste de componente,2414.0
PAR-00227, EQ-02,29/08/2024,17:00,4.8, preventiva,Mantenimiento programado (plan anual),4407.0
PAR-00176,EQ-02,08/01/2024,02:00,13.7,Correctiva ,Falla mecánica - desgaste de componente,13649.0
PAR-01503,EQ09,2024-11-28,13:00,3.3,Correctiva ,Falla mecánica - desgaste de componente,5610.0
PAR-01224,EQ-07,15/07/2025,01:00,0.6,Operativa,Espera de insumos (reactivos/bolas de molienda),292.0
PAR-00978, EQ-06,2024-08-18,05:00,1.8,Operativa ,Corte de energía externo,840.0
PAR-01768,EQ-10 ,2025-12-21,12:00,1.2, operativa,Espera de insumos (reactivos/bolas de molienda),348.0
PAR-00110,EQ-01 ,2025-04-03,22:00,0.8,Correctiva,Falla mecánica - desgaste de componente,687.0
PAR-01093,EQ-06,09/11/2025,08:00,11.3,Correctiva ,Atoro de mineral / obstrucción,13214.0
PAR-00998,EQ-06,2024-10-23,07:00,4.4,Correctiva,Atoro de mineral / obstrucción,3586.0
PAR-00201,eq-02,12/04/2024,01:00,15.7,Correctiva,Falla mecánica - desgaste de componente,27601.0
PAR-00040, EQ-01,2024-05-26,05:00,17.4,Correctiva,Falla mecánica - desgaste de componente,27095.0
PAR-00347, EQ-02,2025-12-25,12:00,5.4,Preventiva ,Mantenimiento programado (plan anual),8179.0
PAR-01771,EQ-10,28/12/2025,01:00,2.1,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),1220.0
PAR-00511,EQ-04 ,2024-03-04,03:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,17586.0
PAR-01415,EQ08,2025-09-11,20:00,0.6, operativa,Corte de energía externo,275.0
PAR-01294, EQ-08,2024-06-14,07:00,0.7,Operativa,Espera de insumos (reactivos/bolas de molienda),341.0
PAR-00618,EQ-04 ,04/02/2025,00:00,4.3, preventiva,Mantenimiento programado (plan anual),8530.0
PAR-00181,EQ-02,2024-01-15,01:00,7.7, preventiva,,10839.0
PAR-01448,EQ09,2024-01-19,12:00,0.5, operativa,Corte de energía externo,215.0
PAR-01003,EQ06,2024-11-10,03:00,20.0, correctiva,Rotura de faja/correa,21582.0
PAR-01529, EQ-09,20/03/2025,07:00,0.8,Operativa ,Falta de mineral en cancha,230.0
PAR-00664,EQ-04,2025-07-23,02:00,4.2,Preventiva,Mantenimiento programado (plan anual),
PAR-00856,EQ-05,2025-04-28,05:00,6.4,PREVENTIVA,Mantenimiento programado (plan anual),13614.0
PAR-00313,EQ-02,2025-08-26,03:00,1.2,OPERATIVA,Corte de energía externo,
PAR-00344,EQ-02,15/12/2025,09:00,-2.4, operativa,Condiciones climáticas adversas,631.0
PAR-01427,EQ-08,2025-10-08,05:00,4.6, preventiva,Mantenimiento programado (plan anual),3784.0
PAR-00608,eq-04,2025-01-12,02:00,11.4,CORRECTIVA,Falla eléctrica - motor/tablero,10034.0
PAR-00894, EQ-05,2025-09-01,00:00,20.0,CORRECTIVA,Falla de lubricación,37632.0
PAR-00434,EQ03,2025-04-21,02:00,20.0,Correctiva ,Falla mecánica - desgaste de componente,42108.0
PAR-00230,EQ-02 ,2024-09-23,07:00,1.8,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),966.0
PAR-01675,EQ-10,30/12/2024,12:00,6.1,Preventiva,Mantenimiento programado (plan anual),4899.0
PAR-00026,EQ-01 ,05/04/2024,07:00,2.7, operativa,Condiciones climáticas adversas,738.0
PAR-00764,eq-05,2024-05-23,14:00,7.3,Preventiva,Mantenimiento programado (plan anual),10207.0
PAR-01157, EQ-07,25/08/2024,09:00,2.2,Operativa ,Falta de mineral en cancha,761.0
PAR-01676, EQ-10,02/01/2025,08:00,2.6,Correctiva,Falla mecánica - desgaste de componente,4460.0
PAR-00075,EQ-01,2024-10-08,14:00,6.8, preventiva,Mantenimiento programado (plan anual),5941.0
PAR-00722,EQ05,18/01/2024,16:00,6.4,Correctiva,Falla mecánica - desgaste de componente,
PAR-00765,eq-05,29/05/2024,14:00,8.5, correctiva,Atoro de mineral / obstrucción,12846.0
PAR-00623, EQ-04,2025-02-18,04:00,11.9,Correctiva,Atoro de mineral / obstrucción,14125.0
PAR-01470,eq-09,2024-05-19,09:00,9.8,Correctiva ,Falla mecánica - desgaste de componente,10560.0
PAR-01454,EQ-09 ,28/02/2024,03:00,5.2,Preventiva ,Mantenimiento programado (plan anual),
PAR-01568,eq-09,2025-09-30,22:00,0.5,Correctiva ,Falla mecánica - desgaste de componente,851.0
PAR-01276,EQ-08 ,2024-04-17,00:00,2.6,OPERATIVA,Corte de energía externo,1052.0
PAR-01701,eq-10,2025-04-02,14:00,2.1,Operativa,Corte de energía externo,
PAR-00314,EQ02,28/08/2025,02:00,2.4,Operativa,Corte de energía externo,539.0
PAR-00515,EQ-04 ,16/03/2024,00:00,17.2,Correctiva ,Falla mecánica - desgaste de componente,15157.0
PAR-01487,EQ-09 ,2024-08-14,17:00,5.9,PREVENTIVA,Mantenimiento programado (plan anual),7581.0
PAR-01290,EQ-08,2024-06-05,07:00,1.1,Operativa ,Corte de energía externo,469.0
PAR-01751,EQ-10 ,2025-11-01,05:00,4.8,CORRECTIVA,Falla eléctrica - motor/tablero,4994.0
PAR-00747,eq-05,2024-03-22,00:00,1.9,Correctiva ,Rotura de faja/correa,3509.0
PAR-01368, EQ-08,2025-02-28,10:00,5.9,PREVENTIVA,Mantenimiento programado (plan anual),11568.0
PAR-01359,EQ-08 ,2025-01-29,04:00,15.8,CORRECTIVA,Falla eléctrica - motor/tablero,18716.0
PAR-00327, EQ-02,16/10/2025,08:00,0.6,Operativa,Condiciones climáticas adversas,136.0
PAR-00935,EQ-06 ,2024-01-30,20:00,2.8,Operativa,Falta de mineral en cancha,1036.0
PAR-00256, EQ-02,07/01/2025,03:00,4.7,Correctiva,Falla mecánica - desgaste de componente,4331.0
PAR-00427,EQ-03 ,2025-03-09,07:00,0.8,Correctiva,Falla de lubricación,1641.0
PAR-01431,EQ-08,25/10/2025,01:00,7.3,Preventiva ,Mantenimiento programado (plan anual),15178.0
PAR-01508,EQ09,2024-12-15,07:00,5.1,Correctiva ,Falla eléctrica - motor/tablero,10379.0
PAR-00423,EQ-03,19/02/2025,14:00,2.6,Correctiva,Atoro de mineral / obstrucción,5304.0
PAR-00991,eq-06,2024-09-27,07:00,8.4,Preventiva ,Mantenimiento programado (plan anual),14026.0
PAR-01128,EQ-07 ,2024-03-21,17:00,1.3,CORRECTIVA,Falla de lubricación,2363.0
PAR-00972,EQ-06,05/07/2024,13:00,1.1,OPERATIVA,Condiciones climáticas adversas,401.0
PAR-00741,EQ-05 ,04/03/2024,04:00,9.3, correctiva,Atoro de mineral / obstrucción,8977.0
PAR-01688,EQ-10,2025-02-06,19:00,0.5,Correctiva ,Rotura de faja/correa,606.0
PAR-00258,eq-02,2025-01-16,01:00,8.2,PREVENTIVA,Mantenimiento programado (plan anual),9780.0
PAR-00278,EQ-02,2025-03-31,05:00,1.0,Operativa,Falta de mineral en cancha,362.0
PAR-01177,EQ-07,2024-12-11,07:00,2.6,OPERATIVA,Falta de mineral en cancha,1331.0
PAR-00643,EQ-04 ,2025-04-25,16:00,2.3, correctiva,Falla de lubricación,4366.0
PAR-01365, EQ-08,18/02/2025,05:00,2.8,Correctiva ,Falla de lubricación,5927.0
PAR-00260,EQ02,2025-01-24,07:00,1.1, correctiva,Falla mecánica - desgaste de componente,1322.0
PAR-01476,eq-09,16/06/2024,14:00,8.6,PREVENTIVA,Mantenimiento programado (plan anual),12213.0
PAR-00593,eq-04,2024-11-30,02:00,20.0,Correctiva,Falla eléctrica - motor/tablero,25920.0
PAR-00619,EQ-04 ,2025-02-08,10:00,0.9,OPERATIVA,Corte de energía externo,367.0
PAR-01219,eq-07,2025-06-29,06:00,3.8,Correctiva,Rotura de faja/correa,4762.0
PAR-00413,EQ-03,2024-12-15,10:00,9.8,Correctiva,Atoro de mineral / obstrucción,15854.0
PAR-00573,EQ-04 ,2024-09-14,02:00,1.3, operativa,Falta de mineral en cancha,647.0
PAR-00583,EQ04,2024-11-02,12:00,2.6,CORRECTIVA,Rotura de faja/correa,4015.0
PAR-00438,eq-03,2025-05-16,20:00,0.5, operativa,Espera de insumos (reactivos/bolas de molienda),236.0
PAR-00082, EQ-01,2024-11-06,22:00,0.9,OPERATIVA,Corte de energía externo,532.0
PAR-00895,EQ-05,2025-09-03,10:00,10.7, correctiva,Rotura de faja/correa,17479.0
PAR-00650,EQ-04 ,2025-05-29,19:00,3.0,Operativa,Falta de mineral en cancha,932.0
PAR-00814,EQ-05,12/11/2024,02:00,5.5,Correctiva,Falla de lubricación,8117.0
PAR-00073,EQ-01,2024-09-23,06:00,5.6,PREVENTIVA,Mantenimiento programado (plan anual),9266.0
PAR-01530, EQ-09,2025-03-24,04:00,9.3,Correctiva ,Falla mecánica - desgaste de componente,13531.0
PAR-01312,EQ-08,2024-08-26,09:00,6.1,Preventiva,Mantenimiento programado (plan anual),9110.0
PAR-00472,EQ03,2025-10-01,12:00,10.3,Correctiva,Rotura de faja/correa,11146.0
PAR-00822,EQ-05,06/12/2024,01:00,20.0,Correctiva,Falla mecánica - desgaste de componente,34193.0
PAR-01592,EQ10,14/01/2024,12:00,9.6,CORRECTIVA,Falla de lubricación,17135.0
PAR-00754,EQ-05 ,2024-04-19,04:00,8.6, preventiva,Mantenimiento programado (plan anual),9388.0
PAR-00966, EQ-06,19/06/2024,00:00,8.7,PREVENTIVA,Mantenimiento programado (plan anual),7515.0
PAR-00063,EQ01,2024-08-08,00:00,18.3,CORRECTIVA,Rotura de faja/correa,36689.0
PAR-00131,EQ01,2025-06-13,07:00,2.4, operativa,Corte de energía externo,
PAR-00928,EQ05,2025-12-23,06:00,1.2,Correctiva,Falla eléctrica - motor/tablero,2397.0
PAR-00338,EQ-02,2025-11-12,04:00,1.7,Operativa,Falta de mineral en cancha,364.0
PAR-00825,EQ05,2024-12-14,14:00,8.5,Preventiva ,Mantenimiento programado (plan anual),7387.0
PAR-00223,EQ-02,2024-07-30,09:00,0.5,Correctiva,Falla de lubricación,895.0
PAR-00272,EQ-02 ,2025-03-13,01:00,20.0,CORRECTIVA,Falla de lubricación,41085.0
PAR-00944,EQ-06,11/03/2024,04:00,18.6, correctiva,Rotura de faja/correa,19643.0
PAR-00668,EQ-04 ,03/08/2025,11:00,5.0,Correctiva,Falla mecánica - desgaste de componente,5883.0
PAR-00186,EQ-02,2024-02-02,10:00,2.2,CORRECTIVA,Rotura de faja/correa,3349.0
PAR-00391, EQ-03,2024-08-18,09:00,7.8,Preventiva,Mantenimiento programado (plan anual),15824.0
PAR-00841,eq-05,20/02/2025,00:00,20.0, correctiva,Falla de lubricación,25905.0
PAR-00302,eq-02,13/07/2025,01:00,0.5,CORRECTIVA,Atoro de mineral / obstrucción,782.0
PAR-01016,EQ-06 ,21/12/2024,11:00,6.2,Correctiva ,Falla de lubricación,8977.0
PAR-00857,EQ-05,2025-04-28,20:00,0.8,CORRECTIVA,Falla eléctrica - motor/tablero,1395.0
PAR-00984,eq-06,2024-09-11,16:00,0.5, correctiva,Falla de lubricación,550.0
PAR-00304,eq-02,2025-07-15,09:00,0.5,CORRECTIVA,Falla mecánica - desgaste de componente,831.0
PAR-01741,EQ-10 ,2025-09-10,04:00,1.2,OPERATIVA,Corte de energía externo,520.0
PAR-00490,eq-04,07/01/2024,00:00,20.0, correctiva,Falla mecánica - desgaste de componente,38607.0
PAR-01755,EQ10,08/11/2025,03:00,6.1,Correctiva ,Atoro de mineral / obstrucción,11552.0
PAR-01178, EQ-07,2024-12-11,05:00,11.1,Correctiva,Falla eléctrica - motor/tablero,18910.0
PAR-00430,eq-03,2025-03-18,10:00,2.2,Correctiva ,Falla eléctrica - motor/tablero,3587.0
PAR-00450,EQ03,2025-07-07,06:00,2.5, operativa,Falta de mineral en cancha,1007.0
PAR-01397,EQ-08 ,10/07/2025,08:00,1.3,Operativa,Espera de insumos (reactivos/bolas de molienda),627.0
PAR-01125,eq-07,2024-03-11,08:00,5.7, preventiva,Mantenimiento programado (plan anual),10192.0
PAR-00098,eq-01,04/02/2025,14:00,4.9,CORRECTIVA,Falla eléctrica - motor/tablero,6726.0
PAR-00970,EQ-06,04/07/2024,10:00,8.4, preventiva,Mantenimiento programado (plan anual),8828.0
PAR-01269,EQ08,2024-03-05,03:00,12.1, correctiva,Rotura de faja/correa,15593.0
PAR-01752,eq-10,2025-11-02,03:00,6.4, preventiva,Mantenimiento programado (plan anual),7445.0
PAR-00750,EQ05,26/03/2024,03:00,11.8,Correctiva ,,23830.0
PAR-00229,eq-02,2024-09-21,02:00,6.9, preventiva,Mantenimiento programado (plan anual),10466.0
PAR-00334,EQ-02 ,2025-10-31,08:00,2.4,Operativa ,Corte de energía externo,629.0
PAR-00576,EQ-04 ,28/09/2024,01:00,6.2,PREVENTIVA,Mantenimiento programado (plan anual),7955.0
PAR-00487,EQ-03,2025-12-15,08:00,5.1,CORRECTIVA,Atoro de mineral / obstrucción,8140.0
PAR-01175,EQ07,2024-12-02,16:00,5.6,PREVENTIVA,Mantenimiento programado (plan anual),8647.0
PAR-00756, EQ-05,06/05/2024,06:00,7.8,Preventiva,Mantenimiento programado (plan anual),16565.0
PAR-01605,EQ10,2024-03-05,19:00,1.8,OPERATIVA,Corte de energía externo,721.0
PAR-01667,EQ-10 ,23/11/2024,08:00,11.0,Correctiva,Falla de lubricación,10218.0
PAR-00056,EQ01,22/07/2024,11:00,2.6, correctiva,Falla de lubricación,2984.0
PAR-00819,EQ05,25/11/2024,03:00,20.0,CORRECTIVA,Atoro de mineral / obstrucción,25761.0
PAR-01108,EQ-06 ,2025-12-31,03:00,1.7,OPERATIVA,,710.0
PAR-01711, EQ-10,2025-06-05,17:00,2.6, correctiva,Falla mecánica - desgaste de componente,2747.0
PAR-00918,EQ-05,2025-11-26,07:00,13.8,Correctiva ,Rotura de faja/correa,24452.0
PAR-01473,EQ09,2024-06-01,17:00,1.5,Correctiva,Falla eléctrica - motor/tablero,1890.0
PAR-01693, EQ-10,2025-02-19,08:00,5.5,Correctiva,Falla mecánica - desgaste de componente,12019.0
PAR-01417,EQ08,2025-09-19,02:00,0.9, correctiva,Falla mecánica - desgaste de componente,1777.0
PAR-01134,eq-07,2024-04-23,05:00,2.9,OPERATIVA,Espera de insumos (reactivos/bolas de molienda),835.0
PAR-01005,EQ06,2024-11-16,01:00,8.5, preventiva,Mantenimiento programado (plan anual),9928.0
PAR-00143, EQ-01,15/08/2025,01:00,17.0,Correctiva,Falla mecánica - desgaste de componente,34582.0
PAR-00911,EQ-05,2025-10-20,05:00,16.7, correctiva,Rotura de faja/correa,25515.0
PAR-01086,EQ-06 ,2025-10-23,00:00,11.7,Correctiva ,Falla mecánica - desgaste de componente,12132.0
